# These PC scores were calculated from the 19 BIOCLIM variables plus latitude,,,,,,,,,,,,,,,,,,,,
ind_code,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
GAM_13,-0.056274933,1.567085337,2.65128631,0.741055976,0.441609665,-0.479601542,0.087955881,-0.149055037,-0.045244419,-0.175688637,0.111390065,0.158603199,0.106183732,-0.092149342,-0.023355969,-0.047337532,0.035575186,-0.011200023,0.00081884,6.30E-16
GAM_14,-0.09111182,1.643680625,2.670036067,0.779637113,0.461510436,-0.515259393,0.083526426,-0.16813193,-0.052523786,-0.133727234,0.113165285,0.166967861,0.104034534,-0.075976782,-0.032717588,-0.049593512,0.02195567,-0.017389299,-0.010897973,5.34E-16
GAM_15,-0.044512894,1.552050858,2.651076258,0.77109791,0.463733435,-0.475288475,0.0932785,-0.159700707,-0.051736293,-0.167930953,0.120950475,0.130547334,0.103025283,-0.077184541,0.006842586,-0.040081459,0.045016756,-0.017002577,-0.000617169,6.30E-16
GAM_01,-0.01482615,1.474278855,2.605065623,0.725671647,0.431574078,-0.437487678,0.109012715,-0.172753617,-0.062804121,-0.128161671,0.135954047,0.137082847,0.095674868,-0.085887926,0.010400013,-0.040693302,0.027186516,-0.014355696,-0.003160016,7.19E-16
GAM_02,-0.014715252,1.474448243,2.604987388,0.725635274,0.431574519,-0.437301005,0.108815866,-0.173093452,-0.062958994,-0.128367963,0.13597872,0.137021154,0.095638999,-0.085831948,0.010387439,-0.040719626,0.027164921,-0.014343956,-0.003165567,7.19E-16
GAM_03,-0.0197824,1.498768793,2.594007775,0.724063454,0.454054899,-0.466345676,0.115426589,-0.176147235,-0.06526984,-0.126042775,0.156153412,0.124095786,0.100188804,-0.076892616,-0.002814684,-0.049664714,0.026993066,0.005811867,-0.008870974,7.21E-16
GAM_04,-0.019713089,1.49887466,2.593958879,0.724040721,0.454055174,-0.466229007,0.115303558,-0.176359631,-0.065366635,-0.126171707,0.156168832,0.124057228,0.100166386,-0.07685763,-0.002822543,-0.049681166,0.026979569,0.005819204,-0.008874443,7.21E-16
GAM_05,-0.019424919,1.492847528,2.551964341,0.753212837,0.421542523,-0.480468771,0.098885799,-0.186520563,-0.018154527,-0.137860485,0.157081647,0.12771293,0.090198599,-0.069732271,-0.002245561,-0.056009823,0.041575858,-7.25E-05,-0.007525637,6.93E-16
GAM_06,-0.0229851,1.424360714,2.573571173,0.69670849,0.436003369,-0.426744556,0.111212137,-0.166134348,-0.05671077,-0.136144797,0.146289761,0.106877992,0.098996541,-0.060082827,-0.015159467,-0.054359652,0.025428407,-0.000642116,-0.016880792,6.68E-16
GAM_07,-0.007968752,1.470149172,2.604567093,0.718048657,0.438856389,-0.440208161,0.107530934,-0.168140478,-0.056616787,-0.130735434,0.132009365,0.13379686,0.090965091,-0.075502281,0.003488559,-0.036992069,0.02876782,-0.0161623,-0.006614703,7.16E-16
GAM_08,-0.01368115,1.471941312,2.617759494,0.720194631,0.441709565,-0.441990584,0.103137253,-0.178302269,-0.046196031,-0.127438879,0.128308133,0.134848917,0.094152107,-0.075854581,0.00493744,-0.034777273,0.02442946,-0.01365199,-0.004974768,7.11E-16
GAM_09,-0.01707287,1.464068574,2.59954165,0.711627894,0.443103937,-0.443962169,0.105723194,-0.169794555,-0.057264202,-0.12904591,0.137690087,0.123057412,0.086508487,-0.074398068,-0.003516818,-0.039091811,0.025696993,-0.022849446,0.005477093,7.18E-16
HBY_01,3.706256307,0.386302101,0.32450815,-0.395919941,-0.25625365,-0.304843433,0.263366924,-0.152800497,-0.346652527,-0.082545012,-0.07425743,0.003521046,-0.013521538,-0.051750657,-0.082400108,-0.002819615,-0.020048456,0.012334542,-0.004769491,-5.29E-16
HBY_02,3.713258756,0.368911621,0.332507202,-0.387770632,-0.263172267,-0.294874867,0.276035861,-0.159345179,-0.344201654,-0.089110021,-0.05802855,0.004946347,0.000583143,-0.045939599,-0.102606253,-0.007149723,-0.022334102,0.020207192,-0.004791501,-6.40E-16
HBY_03,3.713255063,0.36890598,0.332509807,-0.38776942,-0.263172282,-0.294881084,0.276042417,-0.159333861,-0.344196496,-0.089103151,-0.058029372,0.004948401,0.000584338,-0.045941464,-0.102605834,-0.007148846,-0.022333383,0.020206801,-0.004791316,-6.40E-16
HBY_04,3.713252268,0.368901711,0.332511779,-0.387768504,-0.263172293,-0.294885789,0.276047377,-0.159325297,-0.344192594,-0.089097952,-0.058029993,0.004949956,0.000585242,-0.045942874,-0.102605517,-0.007148183,-0.022332839,0.020206505,-0.004791176,-6.40E-16
HBY_05,3.711814686,0.399632359,0.322704003,-0.390348309,-0.250956856,-0.307445277,0.261051301,-0.150617302,-0.346564537,-0.082214494,-0.065027282,0.010081231,-0.000943092,-0.046465385,-0.088586001,0.00764249,-0.024267403,-0.012245675,0.000912128,-6.40E-16
HBY_06,3.680052469,0.377164668,0.305364451,-0.413496152,-0.245878012,-0.299724885,0.250871252,-0.153266019,-0.342692646,-0.08041078,-0.064416127,-0.006400457,-0.010418013,-0.043082363,-0.080910721,0.000419297,-0.019465852,0.001864449,-0.000941664,-7.45E-16
HBY_07,3.682747404,0.378954446,0.305993568,-0.412759508,-0.247373289,-0.296942805,0.249859279,-0.155892743,-0.344002606,-0.082714956,-0.066166883,-0.004333849,-0.00995156,-0.042939468,-0.078804101,0.000622326,-0.019014348,0.00424995,0.00209831,-7.45E-16
HBY_08,3.685011971,0.380086872,0.306926297,-0.411881709,-0.248870276,-0.294885153,0.249611231,-0.157200649,-0.344711543,-0.084218566,-0.068013388,-0.002027827,-0.009345907,-0.043013807,-0.076648683,0.000927508,-0.018479041,0.006589889,0.005159825,-7.45E-16
HBY_09,3.69959367,0.386499262,0.31745963,-0.406963453,-0.255790293,-0.304100283,0.25480206,-0.160719063,-0.351863998,-0.088591713,-0.074218307,0.009682434,-0.005110079,-0.044515234,-0.068702852,0.003696857,-0.01472415,0.014755015,-0.00528953,-7.51E-16
HBY_10,3.678681727,0.378817526,0.279624192,-0.385614754,-0.273912365,-0.312142299,0.241266254,-0.145535634,-0.33645951,-0.120292607,-0.075203202,-0.017073873,-0.00763592,-0.037519009,-0.080169186,-4.96E-05,-0.009919989,0.003059309,0.003781823,-7.64E-16
HBY_11,3.680403077,0.494548544,0.377412973,-0.556175219,-0.5233667,-0.26368373,0.268736719,-0.100245915,-0.274585252,-0.093251169,-0.007596757,-0.138693455,0.016731837,0.047500434,0.002213216,0.021811376,0.030718264,-0.024810517,0.00861476,-3.79E-16
HBY_12,3.680639336,0.494909412,0.377246299,-0.556252709,-0.523365761,-0.26328604,0.268317347,-0.100969907,-0.274915197,-0.093690657,-0.007544193,-0.138824886,0.01665542,0.047619689,0.002186427,0.021755297,0.030672259,-0.024785505,0.008602935,-3.79E-16
HBY_13,3.710609703,0.402504895,0.320051849,-0.397569067,-0.255561401,-0.301617446,0.253291431,-0.160145986,-0.352621068,-0.092304191,-0.07055719,0.024485641,0.009158647,-0.039561581,-0.066832823,0.016357059,-0.020101386,-0.001437041,0.010385966,-7.48E-16
HBY_14,3.709935062,0.589463107,0.391805564,-0.552921794,-0.45400145,-0.285806164,0.287582461,-0.098368427,-0.277354023,-0.043915182,0.014250271,-0.131386648,0.01501028,0.043726869,-0.013830557,0.009042301,0.018299923,0.002656134,0.013133098,-3.56E-16
HBY_15,3.737044858,0.573771356,0.421228582,-0.540114689,-0.482007552,-0.280440308,0.292770351,-0.102675988,-0.287175644,-0.04977392,-0.005474855,-0.120880534,0.002469136,0.027996531,-0.011672092,0.014120781,0.012153887,-0.016403322,0.000733771,-1.98E-16
HST_01,0.695231498,0.592890793,0.023096903,2.158798611,-0.223053477,0.044510704,0.14842662,-0.031548221,0.190192497,0.105807861,0.135033027,0.062324123,0.025202249,0.016778771,-0.018494141,-0.00228527,-0.002286338,0.003314622,-0.000162558,4.57E-16
HST_02,0.69534872,0.59306984,0.023014207,2.158760164,-0.223053011,0.044708022,0.148218545,-0.031907436,0.190028793,0.105589806,0.135059107,0.062258912,0.025164334,0.01683794,-0.018507432,-0.002313095,-0.002309164,0.003327032,-0.000168426,4.57E-16
HST_03,0.695454293,0.593231094,0.022939728,2.158725538,-0.223052592,0.04488573,0.148031149,-0.032230953,0.189881357,0.10539342,0.135082595,0.062200182,0.025130187,0.01689123,-0.018519402,-0.002338154,-0.002329722,0.003338209,-0.00017371,4.57E-16
HST_04,0.695549688,0.593376804,0.02287243,2.158694249,-0.223052213,0.045046308,0.147861816,-0.032523284,0.189748133,0.105215965,0.135103819,0.062147113,0.025099331,0.016939382,-0.018530219,-0.002360797,-0.002348298,0.003348308,-0.000178485,4.57E-16
HST_05,0.691975088,0.619216532,0.015754747,2.159241783,-0.211742923,0.037400393,0.152438876,-0.029702002,0.192884458,0.11031726,0.118348122,0.050950268,0.001211135,0.00629153,-0.012948227,-0.005029259,-0.009020246,-0.007832239,-0.002302637,4.61E-16
HST_07,0.67471627,0.630472171,0.029012926,2.19863421,-0.237954113,0.00806081,0.143652003,-0.042490401,0.207939924,0.081167857,0.110625128,0.053564968,0.009943447,0.001502551,-0.004877122,-0.008131049,0.00361568,-0.005518846,-0.014095421,4.27E-16
HST_08,0.692262345,0.619655295,0.015552095,2.159147566,-0.211741782,0.037883928,0.151928979,-0.030582275,0.192483292,0.109782905,0.118412032,0.050790466,0.001118223,0.006436528,-0.012980797,-0.005097444,-0.009076182,-0.007801828,-0.002317015,4.61E-16
HST_09,0.680958173,0.627284126,0.010795069,2.195274195,-0.236430605,0.023365921,0.143323553,-0.026196897,0.206473377,0.078656418,0.109223175,0.053156191,0.007888084,0.010044653,-0.006607557,-0.017580142,0.007330525,-0.010462689,-0.015941999,4.34E-16
HST_10,0.681081715,0.627472827,0.010707914,2.195233675,-0.236430114,0.023573878,0.143104259,-0.026575481,0.206300845,0.078426604,0.109250661,0.053087464,0.007848124,0.010107013,-0.006621565,-0.017609467,0.007306469,-0.01044961,-0.015948182,4.34E-16
HST_12,0.681289702,0.627790511,0.010561185,2.195165458,-0.236429288,0.023923979,0.142735071,-0.027212837,0.206010384,0.078039708,0.109296934,0.052971761,0.007780852,0.010211997,-0.006645147,-0.017658835,0.007265968,-0.010427591,-0.015958592,4.34E-16
HST_14,0.687293274,0.647988548,0.008317711,2.198555977,-0.223590955,-0.000610022,0.13882484,-0.024615851,0.200232213,0.081967518,0.124181617,0.050707983,0.015450192,0.016812283,-0.012089857,-0.025285126,0.012325631,0.018165848,-0.009230448,4.87E-16
HST_15,0.687390175,0.648136558,0.00824935,2.198524195,-0.22359057,-0.00044691,0.138652835,-0.024912796,0.200096886,0.081787263,0.124203176,0.050654077,0.015418849,0.016861195,-0.012100844,-0.025308127,0.012306761,0.018176107,-0.009235298,4.87E-16
HWK_10,-6.130986781,4.678991818,-0.723040399,-0.700720333,0.399677355,-0.580577936,-0.296044873,-0.240312544,0.317670773,0.24696233,0.014583545,-0.03486101,0.077247532,-0.03971877,0.015995591,-0.004300787,-0.088574248,-0.024339401,0.017904539,-8.20E-16
HWK_11,-6.131014506,4.678949471,-0.72302084,-0.70071124,0.399677245,-0.580624604,-0.29599566,-0.240227584,0.317709491,0.247013903,0.014577377,-0.034845587,0.077256499,-0.039732765,0.015998735,-0.004294206,-0.088568849,-0.024342337,0.017905927,-8.20E-16
HWK_12,-6.149358545,4.570355116,-0.843427297,-0.719177658,0.284467751,-0.532401952,-0.280369852,-0.296361613,0.317932443,0.28259213,0.057517761,-0.048048905,0.041325631,-0.158430784,0.023728148,0.090954129,-0.030017837,-0.008707089,0.024058622,-7.09E-16
HWK_13,-5.793917641,3.966798868,-1.14054861,-0.408428912,0.360909012,-0.373055853,-0.125702424,-0.439637179,0.259832095,0.220418347,0.137329187,0.017312907,0.029324751,-0.083144361,-0.056394476,0.09333223,-0.012172909,0.001807621,0.015930891,-6.76E-16
HWK_14,-5.793848329,3.966904735,-1.140597507,-0.408451645,0.360909287,-0.372939182,-0.125825456,-0.439849577,0.2597353,0.220289415,0.137344608,0.017274349,0.029302333,-0.083109375,-0.056402335,0.093315778,-0.012186405,0.001814958,0.015927422,-6.76E-16
HWK_01,-5.658798671,3.360736289,-1.429897132,-1.116166425,0.271587324,-0.321157695,-0.409881096,-0.299528984,0.531780241,0.065088692,-0.095552538,-0.086375272,-0.040038356,-0.115683132,0.025335829,-0.010208518,-0.081278185,-0.047744124,0.016037577,-1.10E-15
HWK_04,-6.075468712,4.532005257,-0.828987292,-0.781645664,0.340582939,-0.55292977,-0.298097,-0.254176692,0.371449607,0.234227522,0.003786972,-0.047735153,0.041880054,-0.043408696,0.037712601,-0.006771749,-0.084312064,-0.036309409,0.038632665,-7.28E-16
HWK_05,-6.149843724,4.569614043,-0.843085018,-0.719018526,0.284465823,-0.533218644,-0.279508635,-0.29487483,0.318610013,0.283494657,0.057409817,-0.047779,0.04148256,-0.158675685,0.02378316,0.091069292,-0.029923361,-0.008758453,0.024082906,-7.09E-16
HWK_07,-6.130959057,4.679034165,-0.723059958,-0.700729426,0.399677465,-0.580531268,-0.296094085,-0.240397502,0.317632055,0.246910757,0.014589714,-0.034876433,0.077238564,-0.039704776,0.015992448,-0.004307368,-0.088579647,-0.024336466,0.017903151,-8.20E-16
HWK_08,-6.130972919,4.679012992,-0.723050179,-0.70072488,0.39967741,-0.580554601,-0.296069479,-0.240355024,0.317651413,0.246936543,0.01458663,-0.034868722,0.077243048,-0.039711773,0.01599402,-0.004304077,-0.088576947,-0.024337934,0.017903845,-8.20E-16
KAP_10,0.350334086,0.496376551,0.228885316,2.276765134,-0.262386885,0.105930091,0.139225621,-0.002691883,0.129087289,0.050087522,0.121101796,0.001864763,-0.004406162,-0.056454341,0.076431215,0.02019818,0.013657232,-0.021788293,0.00682926,4.32E-16
KAP_11,0.33441584,0.514493977,0.240281252,2.247445558,-0.280929066,0.101468864,0.127192246,-0.005759378,0.144165368,0.044478157,0.108153682,0.029168683,0.001860967,-0.071429978,0.045825691,0.013737827,0.002501019,-0.015030486,0.008767365,4.24E-16
KAP_14,0.333948787,0.515286787,0.226877595,2.248499706,-0.285757575,0.103919116,0.131654181,0.001064477,0.131756178,0.040841484,0.118181747,0.026466969,-0.003007618,-0.078147999,0.044693197,0.018925515,0.003592766,-0.015513745,0.005807749,4.35E-16
KAP_01,0.339207958,0.531635247,0.231775916,2.292389969,-0.246283165,0.095617745,0.143494978,-0.011805266,0.142107379,0.059329552,0.136465833,0.003732128,0.009520305,-0.065614899,0.074320857,0.027221648,0.01941023,0.01339053,-0.004299939,4.87E-16
KAP_02,0.339346581,0.531846982,0.231678122,2.292344503,-0.246282614,0.095851086,0.143248915,-0.012230062,0.141913788,0.059071687,0.136496674,0.003655012,0.009475468,-0.065544927,0.074305139,0.027188744,0.019383236,0.013405205,-0.004306877,4.87E-16
KAP_03,0.344997307,0.530814146,0.219690932,2.291294016,-0.250008864,0.098339517,0.147683989,-0.002533542,0.131485793,0.054414163,0.13998185,0.003932134,0.006017204,-0.064901453,0.074783871,0.026122551,0.020904487,0.012818191,-0.004566292,4.95E-16
KAP_04,0.345108205,0.530983534,0.219612697,2.291257643,-0.250008423,0.098526189,0.147487139,-0.002873378,0.13133092,0.054207872,0.140006523,0.003870441,0.005981334,-0.064845475,0.074771297,0.026096227,0.020882893,0.012829932,-0.004571842,4.95E-16
KAP_05,0.345316139,0.531301137,0.219466006,2.291189443,-0.250007597,0.098876201,0.147118046,-0.003510572,0.131040532,0.053821074,0.140052785,0.003754767,0.005914079,-0.064740517,0.07474772,0.026046872,0.020842403,0.012851945,-0.00458225,4.95E-16
KAP_06,0.35390796,0.544844344,0.220329449,2.298845187,-0.247560121,0.098047414,0.14658409,7.71E-05,0.131554078,0.05365576,0.14549219,0.015402472,0.020053795,-0.060237154,0.072801032,0.037390092,0.017887692,-0.007416756,0.006979775,4.95E-16
KAP_07,0.324389182,0.51318568,0.233577615,2.247950158,-0.275834334,0.111449799,0.12351824,0.000309451,0.152826874,0.048188621,0.112634185,0.024178631,0.000318067,-0.070328366,0.042014846,0.013428012,-0.002274149,-0.019680671,0.001745355,4.31E-16
KAP_08,0.324527805,0.513397416,0.233479821,2.247904692,-0.275833783,0.11168314,0.123272178,-0.000115344,0.152633282,0.047930756,0.112665026,0.024101515,0.00027323,-0.070258394,0.041999128,0.013395108,-0.002301142,-0.019665996,0.001738417,4.31E-16
KAP_09,0.334055422,0.513943465,0.240535516,2.247563771,-0.280930498,0.100862179,0.127832007,-0.004654911,0.144668705,0.045148605,0.108073496,0.029369184,0.001977543,-0.071611904,0.045866557,0.013823378,0.002571202,-0.015068642,0.008785405,4.24E-16
LON_10,-4.801382048,-2.036284342,-1.452117866,-0.630583926,-0.968334583,-0.260185652,1.307445495,-0.56408072,0.48401257,-0.199852178,-0.385207666,0.089747589,0.207283583,-0.012141838,0.118698719,-0.036240653,0.012966968,0.007258023,0.004748318,1.69E-15
LON_11,-4.801383434,-2.03628646,-1.452116888,-0.630583471,-0.968334589,-0.260187986,1.307447956,-0.564076472,0.484014506,-0.199849599,-0.385207975,0.08974836,0.207284031,-0.012142538,0.118698876,-0.036240324,0.012967238,0.007257876,0.004748387,1.69E-15
LON_02,-4.158132827,-2.800903541,-0.7913272,-0.506232983,-1.423228085,-0.350882897,-0.684805566,0.168286041,0.047116812,0.156482183,0.022772198,0.135814376,0.162007783,-0.010582718,0.041547692,-0.003263938,0.003742352,0.007365203,-0.011736877,1.40E-15
LON_03,-4.311163316,-3.145645324,-1.25077604,-0.811941007,-1.885484608,-0.319460481,-0.875018732,0.118211783,0.150160278,0.187820204,-0.062063006,0.283845962,-0.006938726,-0.051624402,0.057399013,0.05358495,-0.003156004,-0.022569105,0.001206122,1.06E-15
LON_05,-4.349879599,-2.588396151,-0.788169939,-0.274240293,-1.47507231,-0.405338692,-0.67942626,0.086145655,-0.073686008,0.270785462,0.06905865,0.151195935,0.13583752,-0.048192321,0.100287716,0.052263315,-0.003825676,0.017892789,-0.01041021,1.18E-15
LON_06,-4.418292661,-2.432852914,-0.730798601,-0.258699172,-1.436173541,-0.465894443,-0.706686157,0.096661973,-0.099221999,0.297131438,0.062005127,0.192938443,0.149434953,-0.047483702,0.072683943,0.057331611,-0.013189795,0.021925219,0.001920496,1.30E-15
LON_07,-4.033527143,-2.545432286,-0.69840793,-0.452042194,-1.319127362,-0.393120311,-0.681365546,0.159871951,-0.005638242,0.162674979,0.056485538,0.238285142,0.108898484,0.00649623,0.046867534,-0.010461159,0.029695021,0.00416277,-0.000167431,1.37E-15
LON_08,-4.185862438,-2.858137929,-1.453234092,-0.963567718,-2.19245009,-0.38153638,-0.8767902,0.202926689,0.168851344,0.240248797,0.037002545,0.148225036,-0.047381804,0.03508625,0.074721973,0.049845642,0.064283484,0.004328026,0.004193897,1.47E-15
LON_09,-4.801366799,-2.036261052,-1.452128623,-0.630588927,-0.968334523,-0.260159985,1.307418428,-0.564127447,0.483991276,-0.199880543,-0.385204274,0.089739107,0.207278651,-0.012134141,0.11869699,-0.036244272,0.012963999,0.007259637,0.004747555,1.69E-15
LPD_02,-3.786124239,-1.549583569,0.559584016,1.111960816,0.852196491,-0.632130813,-0.598785525,-0.101528763,-0.441795636,0.246497418,-0.260990992,0.153962212,0.093239791,-0.09891203,-0.014473524,0.026243017,-0.026114796,-0.021319838,0.003829029,-1.17E-16
LPD_03,-2.706539076,-3.142998913,0.019350663,0.458222911,-0.118223413,-0.015082136,-0.51540949,-0.008576646,-0.166856398,0.011129011,-0.182212043,-0.111473518,0.042404188,0.017162008,-0.059380202,0.048112278,0.022912678,-0.010470643,-0.006556718,4.32E-16
LPD_04,-2.706551917,-3.143018527,0.019359723,0.458227123,-0.118223464,-0.015103752,-0.515386696,-0.008537295,-0.166838465,0.011152899,-0.1822149,-0.111466375,0.042408341,0.017155526,-0.059378746,0.048115326,0.022915178,-0.010472003,-0.006556075,4.32E-16
LPD_05,-2.793683173,-2.978955521,0.071627264,0.479000605,-0.078864356,-0.077335395,-0.529000421,-0.006609127,-0.193932465,0.037259222,-0.180849213,-0.073713627,0.057402983,0.009941611,-0.083656436,0.050703324,0.001331475,-0.009084558,-9.23E-05,2.91E-16
LPD_06,-2.856745254,-2.908149744,0.137291268,0.505313427,-0.030234879,-0.086453928,-0.536439776,-0.009830685,-0.193576704,0.044139477,-0.17578626,-0.080701645,0.054032897,-0.009960313,-0.075258888,0.03438945,-0.001922403,0.006969363,-0.01551681,3.49E-16
LPD_07,-2.779389958,-2.999239188,0.07151055,0.456253346,-0.064939161,-0.063282253,-0.533946854,0.004336219,-0.165092723,0.014945822,-0.182894792,-0.08486192,0.048469818,-0.01040805,-0.0680672,0.033470243,0.008219315,0.011787761,-0.004672346,3.28E-16
LPD_09,-3.221799343,-2.285142276,0.466752784,0.623188493,0.221291183,-0.272747928,-0.613063405,0.001379085,-0.294107391,0.125418215,-0.217009856,0.012540366,0.104315006,-0.044571935,-0.071357286,0.05246034,-0.024798656,-0.006818513,-0.003392742,3.37E-16
LPD_11,-3.221869219,-2.285249006,0.466802079,0.623211411,0.221290906,-0.272865549,-0.612939372,0.001593213,-0.294009807,0.125548197,-0.217025402,0.012579238,0.104337607,-0.044607206,-0.071349363,0.052476926,-0.024785049,-0.00682591,-0.003389245,3.37E-16
LPD_12,-3.221936927,-2.285352426,0.466849846,0.623233619,0.221290637,-0.272979522,-0.612819186,0.0018007,-0.293915249,0.125674149,-0.217040466,0.012616904,0.104359507,-0.044641383,-0.071341686,0.052492998,-0.024771865,-0.006833078,-0.003385856,3.37E-16
LPD_13,-3.221839825,-2.28520411,0.466781343,0.623201771,0.221291022,-0.272816071,-0.612991547,0.001503139,-0.294050856,0.12549352,-0.217018862,0.012562886,0.1043281,-0.044592369,-0.071352695,0.052469949,-0.024790773,-0.006822798,-0.003390716,3.37E-16
LPD_14,-3.22174768,-2.285063365,0.466716337,0.623171548,0.221291389,-0.272660964,-0.61315511,0.001220768,-0.294179541,0.125322111,-0.216998361,0.012511625,0.104298296,-0.044545857,-0.071363143,0.052448077,-0.024808716,-0.006813043,-0.003395328,3.37E-16
LPD_15,-2.77935166,-2.999180689,0.071483532,0.456240784,-0.064939009,-0.063217786,-0.534014836,0.004218856,-0.165146209,0.014874578,-0.182886271,-0.084883226,0.04845743,-0.010388718,-0.068071543,0.033461153,0.008211857,0.011791816,-0.004674263,3.28E-16
MBK_11,-5.55684978,3.545604615,-2.048756903,-0.600319986,0.564109644,-0.247091653,0.407886339,-0.645743651,0.324245386,-0.08493171,-0.051914235,-0.019705032,-0.008171399,-0.025818092,-0.095007691,0.006312183,0.020209731,0.030025567,-0.020431238,-1.28E-15
MBK_12,-6.06307077,3.971409471,-1.867616034,-0.729630572,0.340472234,-0.385607514,0.229776193,-0.640375458,0.306427003,0.063636874,-0.004836465,-0.138302632,0.074430184,0.098790732,-0.077578074,-0.062650862,0.018077511,0.018048686,-0.016582372,-8.05E-16
MBK_13,-5.741303091,3.263251667,-1.907638215,-0.533632692,0.301223949,-0.358213619,-0.357851312,-0.517703811,0.132561943,0.127467981,0.124362659,-0.020254016,0.044609703,0.069600864,-0.141365416,-0.00516308,-0.010534617,0.03234191,-0.004459061,-1.28E-15
MBK_14,-5.74135854,3.263166973,-1.907599098,-0.533614505,0.301223729,-0.358306955,-0.357752887,-0.517533893,0.132639379,0.127571127,0.124350323,-0.02022317,0.044627638,0.069572876,-0.141359129,-0.005149918,-0.01052382,0.03233604,-0.004456285,-1.28E-15
MBK_15,-6.06307077,3.971409471,-1.867616034,-0.729630572,0.340472234,-0.385607514,0.229776193,-0.640375458,0.306427003,0.063636874,-0.004836465,-0.138302632,0.074430184,0.098790732,-0.077578074,-0.062650862,0.018077511,0.018048686,-0.016582372,-8.05E-16
MBK_05,-5.577095107,3.533507411,-2.055373766,-0.61180156,0.561886441,-0.253687194,0.387820582,-0.647316366,0.31378789,-0.08076924,-0.041094813,-0.021845506,-0.000269815,-0.021028816,-0.0836418,0.001892579,0.016836948,0.02327976,-0.009316432,-1.27E-15
MBK_07,-5.556655708,3.545901044,-2.048893815,-0.600383639,0.564110415,-0.246764976,0.407541852,-0.646338364,0.323974358,-0.085292721,-0.051871058,-0.019812995,-0.008234171,-0.025720131,-0.095029696,0.006266118,0.02017194,0.030046113,-0.020440952,-1.28E-15
MBK_08,-5.556780469,3.545710483,-2.048805801,-0.600342719,0.56410992,-0.246974982,0.407763308,-0.645956048,0.324148591,-0.085060642,-0.051898815,-0.01974359,-0.008193818,-0.025783106,-0.09501555,0.006295731,0.020196234,0.030032905,-0.020434707,-1.28E-15
MBK_09,-5.556711157,3.54581635,-2.048854698,-0.600365453,0.564110195,-0.246858312,0.407640277,-0.646168446,0.324051795,-0.085189575,-0.051883394,-0.019782148,-0.008216236,-0.02574812,-0.095023409,0.006279279,0.020182738,0.030040243,-0.020438176,-1.28E-15
MBK_01,-6.378376954,4.377443265,-2.061708874,-0.961292781,0.391703911,-0.676328523,-0.071012946,-0.558383557,0.261272091,0.146674247,-0.079077939,-0.079164684,0.025742282,0.036047002,-0.020799161,-0.10294253,-0.004317584,-0.040878654,-0.040371029,-1.64E-15
MBK_02,-6.378182883,4.377739695,-2.061845786,-0.961356434,0.391704683,-0.676001846,-0.071357433,-0.558978271,0.261001062,0.146313236,-0.079034761,-0.079272646,0.02567951,0.036144963,-0.020821166,-0.102988595,-0.004355374,-0.040858108,-0.040380743,-1.64E-15
MBK_04,-5.577136694,3.53344389,-2.055344428,-0.61178792,0.561886275,-0.253757197,0.387894401,-0.647188926,0.313845968,-0.08069188,-0.041104065,-0.021822371,-0.000256364,-0.021049808,-0.083637084,0.00190245,0.016845046,0.023275358,-0.009314351,-1.27E-15
MMT_01,2.916340353,-0.87573662,-0.586099929,-0.552753358,-0.17339227,0.054136087,0.240539134,0.229527935,0.082701233,0.263384133,0.120226055,-0.029793148,0.086339867,0.03954469,-0.000200557,0.026299628,0.006609158,-0.011527065,-0.009501457,2.11E-16
MMT_02,2.954379538,-0.921668767,-0.563004867,-0.558264026,-0.14796241,0.084598058,0.252498924,0.220042229,0.061580428,0.299065303,0.115670813,-0.043843059,0.073749651,0.049026695,0.036985032,0.050812861,-0.001803686,-0.036897098,-0.013947827,1.76E-16
MMT_03,2.964021967,-0.940533437,-0.55296932,-0.548814758,-0.157009677,0.094692128,0.26809319,0.217325125,0.065345069,0.294482963,0.127988713,-0.038049646,0.089967875,0.053413193,0.019383302,0.046407568,0.000178267,-0.026474391,-0.009129685,2.29E-16
MMT_04,2.963748279,-0.940951474,-0.552776242,-0.548724992,-0.157010764,0.094231434,0.268579001,0.218163815,0.065727284,0.294992076,0.127927822,-0.037897393,0.090056398,0.053275045,0.019414334,0.046472532,0.000231561,-0.026503365,-0.009115986,2.29E-16
MMT_05,2.938083217,-0.934068114,-0.513900406,-0.549472046,-0.13568301,0.101323034,0.266318347,0.228086017,0.053685988,0.282010395,0.11797138,-0.051765396,0.102181207,0.052644722,0.012482294,0.048509534,0.002424902,-0.028028963,-0.012295004,2.24E-16
MMT_06,2.91569514,-0.875846585,-0.535618204,-0.585568041,-0.129955332,0.075841817,0.25216082,0.245987756,0.061986045,0.283637907,0.106632019,-0.03205239,0.098607739,0.040237451,-0.006156637,0.036057288,-0.000786204,-0.005477654,-0.009114158,2.27E-16
MMT_08,2.877228082,-0.814919182,-0.544520464,-0.553888582,-0.113941746,0.018020343,0.233498087,0.24590638,0.078364458,0.266071294,0.119633261,-0.037133379,0.100457355,0.046836007,-0.000855014,0.033143134,0.016163008,-0.021901209,-0.003755966,1.45E-16
